,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,image
12852,겁없는토끼부엌,서울 서초구 청두곶길 6-1 1층 겁없는토끼부엌,0507-1400-5855,퓨전음식,4.63,"맛있는거 먹고 기운내자요!!!

웬만한 파인다이닝 보다 가격대비 재료비율이 높은 가성비최고 랍스타,스테이크 하우스 입니다.
캐주얼다이닝 정도로 보시면 되시구요.

심야 식당도 오픈했어요
점심,야간 타임세일도 있습니다 노려보세요!^^
피크타임제외하고 배달해서 수수료 내느니 고객님들께 저렴하게 드리겠습니다!

대표메뉴인 랍스타세트가 가장 재료비율도 높고 맛있겠지만 예산이 부족하시면 저렴한메뉴도 다양하게있어요
포장예약도 가능하구요.
코로나 시대에 걸맞는 작은 예약제식당입니다^^",4142,638,4780,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220501_105%2F1651373272861azYug_JPEG%2F1651373248362.jpg
17328,빕스 도곡역점,서울 강남구 남부순환로 2912 지하 1층,02-569-1997,패밀리레스토랑,0.0,"[슬기로운 외식생활]
빕스는 매일 소독 방역을 실시하고 샐러드바 집기를 수시 관리하는등 생활방역 지침을 철저하게 준수하고 있습니다. 
아울러 샐러드바 이용 시, 고객님들께 위생장갑과 마스크 착용을 부탁드리고 있사오니 참고해 주십시요.",4429,343,4772,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191126_106%2F1574771137366AKDah_PNG%2F%25BA%25F7%25BD%25BA.
27383,서울신라호텔 더 파크뷰,서울 중구 동호로 249,02-2230-3374,뷔페,4.55,"※ 정부의 지침에 따라 운영에 변동이 생길 수 있으며, 이용 시간이 단축될 수 있습니다. 관련 문의사항은 더 파크뷰로 연락 주시기 바랍니다.

원목과 대리석의 자연 친화적 인테리어와 남산의 녹음이 어우러진 올데이 다이닝 공간입니다. 라이브 키친에서 신선한 식재료로 즉석에서 조리한 음식을 맛볼 수 있습니다.",1596,3172,4768,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171130_30%2F1512046947127eEc08_JPEG%2F0000_.jpg
26227,콘래드서울 제스트,서울 영등포구 국제금융로 10 콘래드서울 2층,0507-1361-7100,뷔페,0.0,"제스트는 아침, 점심, 저녁 식사가 가능하며 그 이름에 걸맞게 황홀한 즐거움을 만끽할 수 있는 뷔페 레스토랑입니다.

제스트는 세계 여러 나라의 음식을 다양하게 즐길 수 있는 서울의 가장 인기 있는 레스토랑으로 현대적 세련미와 풍부한 맛이 절묘하게 어우러진 동서양의 요리를 모두 맛 볼 수 있습니다.

개방형 주방에서 만든 초밥과 사시미, 서구 특선 요리, 아시아 요리 및 한국의 인기 메뉴는 물론, 미각을 사로잡는 디저트로 이루어진 뷔페가 따로 마련되어 있습니다. 신선하고 맛있는 요리와 황홀한 즐거움을 동시에 경험해 보세요!

정부의 코로나 바이러스 대응 지침에 따라 운영이 탄력적으로 변동됩니다. 문의사항은 콘래드 서울 02-6137-7000으로 부탁드립니다.

*마스크 미착용시 식당의 입장이 제한될 수 있습니다.*

http://rewardsbyconrad.co.kr/",3794,969,4763,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210423_99%2F1619140686159kzdz9_JPEG%2Fcon200529_510.jpg
20575,바이킹스워프 롯데월드몰점,서울 송파구 올림픽로 300 롯데월드몰 4F,1644-3210,바닷가재요리,4.36,"국내 최초 랍스터 무제한 레스토랑!
북미에서 주 2-3회 항공 직송으로 수입한 랍스터 무제한!

직수입 연어, 신선한 국내산 제철 해산물, 한식, 양식, 중식과
폴바셋 커피, G.FASSI 젤라또, TWG Tea까지 무한 제공되는 이곳은 천국! 바이킹스 워프입니다.

100% 예약제 (1644-3210)",2313,2431,4744,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171214_258%2F15132165503169gnhE_JPEG%2FHbSDPr6icQYf7sdI3koimBFE.jpg
29107,호야초밥참치 본점,서울 광진구 능동로13길 39 1층,02-461-3739,"초밥,롤",0.0,"월요일 정기휴무

화요일 11:30 - 22:00
 15:00 - 16:30 브레이크타임

수요일 11:30 - 22:00
 15:00 - 16:30 브레이크타임

목요일 11:30 - 22:00
 15:00 - 16:30 브레이크타임

금요일 11:30 - 22:00
 15:00 - 16:30 브레이크타임

토요일 11:30 - 22:00
 브레이크타임 없음.

일요일 11:30 - 22:00
 브레이크타임 없음.

공휴일, 국경일 브레이크타임 없음.

건대에 위치한 초밥 전문점 입니다. 초밥세트로 호야와 특호야가 있는데, 개수는 같고 구성이 다르다고 하네요. 만화 미스터 초밥왕에 보면 초밥을 먹을때 에는 밥에는 초를 묻히지 말고 회에만 초를 묻혀서 먹으라 하는데, 그 부분을 실천하기 위해서 초를 묻히기 위한 붓이 준비되어 있지요. 내부가 좁아서 단체손님은 불가능 하지만, 포장주문,배달도 가능하니 참고하세요.",2495,2222,4717,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_192%2F1441074093103rGACl_JPEG%2F166851515150624_1.jpg
8692,그랜드 워커힐 서울 더뷔페,서울 광진구 워커힐로 177 그랜드 워커힐 서울 2층,0507-1318-4466,뷔페,4.56,"팔도 제철 식재료를 활용한 건강한 한식을 시작으로 호텔 뷔페 최초로 전용 숙성고에서 직접 숙성시킨 드라이 에이지드 비프와 친환경 인증 채소를 활용한 샐러드, 다양한 디저트를 제공하는 워커힐 뷔페 레스토랑입니다.
※ 정부의 사회적 거리두기 지침에 따라 영업 시간이 변동될 수 있습니다.",3502,1169,4671,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_57%2F1578037255386GrASj_JPEG%2FlNTOm6XfZUImAnC8V8qmEGCP.jpg
24314,바토스 이태원점,서울 용산구 이태원로15길 1 2층,02-797-8226,"멕시코,남미음식",4.33,"서울시 용산구 이태원에 위치한 멕시칸 레스토랑입니다.
전통 멕시코 음식에 우리나라의 맛을 접목시킨 코리안-멕시칸의 새로운 컨셉의 음식을 선보이고 있습니다.
대표 메뉴로 '김치 까르니따스 프라이즈', '갈비 타코', 맥주병을 마가리타 잔에 꽂아 마시는 '바토스 리타' 등이 있습니다.",1623,3026,4649,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_40%2F1441080530179gg8w1_JPEG%2F166580548638792_20.jpg
18612,폴바셋 광화문점,서울 종로구 종로1길 50 더케이트윈타워 1층,02-3701-9170,카페,4.55,폴바셋 광화문점,4409,223,4632,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160415_146%2F1460709449091EgPur_JPEG%2F176365576748534_0.jpeg
17811,난포,서울 성동구 서울숲4길 18-8 지층,0507-1425-1540,한식,0.0,"아주 작은 바닷가마을, 푸르디 푸른 난포
그 옛날 손녀만을 위해 만들어 주시던 할머니의 음식들을
많은 손자손녀들에게 소개하려 합니다
성수동에서_",2333,2295,4628,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201005_213%2F1601856427353lmbiL_JPEG%2FskNCYN-DQt4UKa0cX82kk8cl.jpeg.jpg
20737,고에몬 강남점,서울 서초구 서초대로77길 7 서초빌딩 1층,02-534-8036,"스파게티,파스타전문",4.38,"젓가락으로 먹는 스파게티 전문점 [요멘야 고에몬]입니다.
명란 스파게티를 비롯한 일본풍 스파게티와 수플레오믈렛 리조또 등 다양하고 독특한 요리를 즐기실 수 있습니다.
주문과 동시에 면을 가마에 삶는 방식으로 조리하며 살아있는 면을 맛볼 수 있는 스파게티 전문점입니다.",1976,2634,4610,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160121_34%2F1453345572129kkI5q_JPEG%2F176071523630600_0.jpg
12451,팔각도 본점,서울 양천구 목동동로 266-1 1층,0507-1493-8913,닭갈비,4.77,"닭 특수부위 숯불구이 전문점입니다.
숯불로 초벌구이를 해서 나오기 때문에 부드러운 육질과 풍부한 육즙이 일품입니다.
또한 그동안 몰랐던 닭 특수부위를 맛볼 수 있으며 맛깔스러운 반찬과 소스도 즐길 수 있는 맛집입니다.
팔각정을 모티브로 재해석한 팔각도는 교통이 편리한 오목교역 목동 현대백화점 맞은편에 있으며
외관이나 내부 장식이 특이한 멋집으로 데이트 및 단체회식하기 좋은 즐거운 공간입니다.",3898,694,4592,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220504_102%2F1651643387159uhbou_JPEG%2F003.jpg
7129,살롱드리본,서울 동대문구 경희대로 5 2층 살롱드리본,0507-1312-2209,미용실,4.97,"'살롱 드 리본' 은 1:1 예약제로 운영하는 헤어살롱입니다.
시세이도 컨셉살롱으로 정품 시세이도만을 사용하며 1:1 디자이너 전담제로 운영되고 있습니다.
또 1인당 한명만 들어갈수있는 프라이빗한 3개의 샴푸실이 준비되어 있습니다.+

네이버 N예약을 통해 실시간 예약 현황을 한눈에 확인하실 수 있으며, 고객님께서 원하시는 날짜와 시간에 네이버 N예약을 통해 간편하게 예약을 진행할 수 있습니다.
네이버 예약 30% 할인 + 시술 포토 리뷰 5% 즉시 할인!",4405,179,4584,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211007_299%2F1633605798849XFYjz_JPEG%2FqHjaGsTRa5BUZYTAo7hGFa2X.jpg
2199,온더보더 롯데월드몰점,서울 송파구 올림픽로 300 롯데월드몰 캐쥬얼동 29street 6층,02-3213-4615,"멕시코,남미음식",4.38,롯데월드몰에 위치한 정통 멕시칸 레스토랑입니다. 코끝을 자극하는 풍성한 멕시칸 푸드와 향긋한 마가리타 그리고 흥겨운 라틴음악을 즐길 수 있습니다.,3337,1226,4563,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170829_85%2F1503969072406tau1k_JPEG%2FdyWQKgFD4NRzRKiYU3_jcmh8.jpg
7983,쿠우쿠우 연신내점,서울 은평구 통일로 856 메트로타워 6층,0507-1427-3694,"일식,초밥뷔페",4.41,"안녕하세요.
쿠우쿠우 연신내점 입니다.

항상 신선한 초밥과 다양한 즐거움을 선사하겠습니다.
많은 방문 부탁드립니다.
감사합니다.",3822,685,4507,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181025_189%2F1540449072798gcNQk_JPEG%2FKakaoTalk_Moim_7W2rpIfF5DaaXgTdDQsI4O4vl1omZP.jpg
1915,그랜드하얏트서울 테라스,서울 용산구 소월로 322 그랜드 하얏트 서울 호텔,02-799-8166,뷔페,4.28,"그랜드 하얏트 서울의 시그니처 뷔페 레스토랑 테라스가 더욱 풍성해진 메뉴로 새 단장을 하였습니다.
'테라스'는 한 면 전체가 유리로 되어 있어 서울의 멋진 경치를 감상하며 일품요리와 다양한 종류의 뷔페 요리, 그리고 음료를 즐길 수 있는 올 데이 카페 & 뷔페 레스토랑입니다.
셰프가 직접 라이브 스테이션, 그릴 라이브 스테이션과 라이브 디저트 섹션에는 셰프가 상주하며, 데판야끼, 스테이크, 파스타 등의 메인 메뉴를 포함한 다채로운 디저트를 선보입니다.

https://booking.naver.com/booking/6/bizes/58869",3758,686,4444,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200529_35%2F1590717432021lQr2w_JPEG%2F200525_GHS_0021.jpg
6625,성북동면옥집,서울 성북구 대사관로 40,02-765-3450,한식,4.3,None,3408,1004,4412,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150915_45%2F1442312645464cLBxC_JPEG%2F166860564255486_0.jpeg
20182,부촌육회 본점,서울 종로구 종로 200-12,02-2267-1831,"육류,고기요리",4.5,"광장시장에 자리잡은지 60년, 1956년에 시작해서 3대를 이어온 맛, 항상 정성과 신뢰로 고객님을 맞이하겠습니다.",2867,1539,4406,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210726_189%2F1627267372228glnNG_JPEG%2Fut4qeX0UFHMVa-CBZyM733QH.jpg
24529,던킨 청량리역사,서울 동대문구 왕산로 205 (전농동) 청량리역사 3층 313호,02-3707-1367,도넛,4.35,던킨 청량리역사점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,4377,19,4396,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_27%2F15928296662762FpwX_JPEG%2FcqbWhmT1VjTtU5xSnSMwr1h9.jpg
29468,참나무본가 공덕점,서울 마포구 마포대로6길 10 2층,0507-1445-9997,"육류,고기요리",4.32,"참나무본가 황토가마 장작구이를 소개 합니다. 

1. 참나무본가의 주 메뉴
 1) 점심메뉴 : 구름산 추어탕, 국내산 돼지고기 김치찌개, 냉면
 2) 저녁메뉴 : 초벌 오겹살, 초벌 돼지갈비 ,소고기 등등

2. 초벌 방법
 1) 초벌가마 (황토가마) : 전통기법을 사용, 순 우리 황토로 제작
 - 참나무본가 황토가마는 수년간의 시행착오 끝에 전통기법을 사용, 순 우리 황토로 제작을 하여, 순 우리 흙의 유기물이 그대로 살아 있는 가마입니다. 참나무본가의 모든 고기는 이 가마로 초벌 합니다. (초벌시 참나무장작 사용) 

3. 음식 
 1) 돼지갈비 
 - 참나무본가 돼지갈비 : 송추농원에서 산야초액을 6년간 직접 숙성시켜 천연양념으로 배합하여 저온,상온에서 숙성시켜 만드는 산야초 수제 댓잎갈비입니다.
 2) 오겹살 : 2㎝ 두깨의 국내산 1등급 암퇘지를 사용합니다.
 3) 추어탕 : 남원 미꾸리를 매일 공급 받아 저희만의 노하우인 편백나무 수족관에 몇일을 키워 잡내를 없애며, 저희만의 육수를 사용, 전통적인 방법으로 매일 끓여내는 명품 추어탕입니다. 

4. 초벌방법
 1) 돼지갈비 : 내부온도 500℃의 가마에 직화로 7분간 3번을 뒤집어 초벌을 합니다. 
 2) 오겹살 : 2㎝ 두깨의 국내산 1등급 암돼지를 내부온도 500℃의 가마에 넣어 10분간 훈연으로 초벌해 줌으로써 (절단부위를 순간적 피박을 형성) 육즙이 그대로 유지되어 단백하고 부드러운 고기를 맛볼 수 있는 구이시스템입니다. 

 (내부온도 500℃를 항상유지하여 육즙과 감칠맛이 최고!)

주차는 독도유료주차장을 이용해주시면 됩니다.
저녁식사에는 식사시간에 맞추어 테이블당 최대 2시간 주차권을 지원해드립니다.",640,3754,4394,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161002_130%2F1475404713947qRwp8_JPEG%2F176952596852958_0.jpeg
13929,성수다락,서울 성동구 뚝섬로9길 20 2층,0507-1349-9197,"스파게티,파스타전문",4.44,"[라스트오더 안내]
평일 (월-금)
런치 - 14시 30분 / 디너 - 20시 30분

주말 (토-일)
디너 - 20시 30분
*런치 브레이크타임 X

[ 매장 설명 ]
오므라이스 & 파스타 전문점
성수동맛집 성수다락입니다!

저희 성수다락은 맛있는 음식점, 훌륭한 데이트 맛집을 넘어
특별한 경험과 추억을 선물하고자합니다 :)

! 스르륵 촥, 하고 갈라지는 다락의 시그니쳐 오므라이스
! 다양하고 감각적인 플레이팅의 파스타 맛집
! 깔끔한 인테리어와 햇살감성의 분위기

성수역맛집 성수다락
*예약은 네이버예약을 통해 가능합니다",2434,1927,4361,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220427_281%2F1651023046377PXzud_JPEG%2F1.jpg
6870,설빙 홍대입구역점,서울 마포구 홍익로6길 15 삼주빌딩,02-323-3287,빙수,4.57,사계절내내 맛있는 설빙,4016,333,4349,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190114_112%2F1547467462371HDpHe_JPEG%2FeKhIZUCchb9mp2po_Hn1uaDb.jpg
24703,공차 타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 2층,02-2638-2745,차,4.37,None,4241,75,4316,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_245%2F1441062026889LBnPE_JPEG%2F33562169_0.jpeg
24263,청진옥,서울 종로구 종로3길 32,02-735-1690,해장국,4.31,"1937년 개업한 해장국의 원조. 종로구 종로1가 위치, 피맛골에 3대째 이어오는 해장국 맛집",3027,1240,4267,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190812_285%2F1565580518063kkvtE_JPEG%2FqKsqPx08VkIaPZcwGZMi0N9K.jpg
29481,애슐리퀸즈 미아사거리역점,서울 강북구 도봉로 52 Y스퀘어 5층,0507-1413-0041,패밀리레스토랑,4.11,다채로운 샐러드바에 정통 미국식 스테이크까지 200가지 메뉴로 만나는 월드 와이드 뷔페,3546,663,4209,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200407_52%2F1586230748232VwYHQ_JPEG%2FHfVxnIJCoBf0F7P29j4n0UG8.jpg
24217,폴바셋 교보문고 합정점,서울 마포구 월드컵로1길 14 딜라이트 스퀘어 B2,02-332-7094,카페,4.54,안녕하세요. 폴바셋 교보문고 합정점 입니다.,4100,89,4189,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160415_146%2F1460709449091EgPur_JPEG%2F176365576748534_0.jpeg
17682,잘빠진메밀 서촌 본점,서울 종로구 자하문로11길 4,0507-1403-1214,막국수,4.4,"서촌점 하절기 대청소 화요일 영업시간변경
6월14,28일 7월12,26일 8월 16,30일, 9월 13,27일
은 7시 30분까지 주문 받고 8시 30분 영업 마감입니다.
매달 마지막주 일요일 휴무
6월 26일 / 7월 31일 / 8월 28일 / 9월 25일

100%로 메밀로 반죽하며, 주인장이 직접 반죽하여 대접합니다.
하절기에는 순메밀막국수가 대표메뉴 입니다.
동절기에만 메밀꽃 만두전골 판매합니다.
10월부터 4월까지
면발에는 밀가루가 포함 되지 않았습니다.
vegan 들기름새싹막국수 있습니다.
막걸리는 10 가지 종류
알밤 지평 ,호랑이,옛날,느린마을,해창 송명섭 천억, 술예쁘다 막걸리등이 있습니다.
전통주는 10가지 종류
함양솔송주,전주이강주,한산소곡주,서울의밤,지리산강쇠 등이 있습니다.
오동통 수육과 메밀국수은 일품입니다.
강원도 38년 막국수 집에서 전수받아 14년부터 서울 서촌에서 운영중입니다.

주말, 공휴일에는 주차 대로 변 무료로 가능합니다.",2650,1534,4184,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220304_205%2F1646331102636zuo56_JPEG%2FIMG_3070.
